state,district,police_station
ODISHA,BARAGARH,BARGARH
ODISHA,BARAGARH,BARPALI
ODISHA,BARAGARH,BHATLI
ODISHA,BARAGARH,BHEDEN
ODISHA,BARAGARH,BIJEPUR
ODISHA,BARAGARH,BUDEN
ODISHA,BARAGARH,GAISILAT
ODISHA,BARAGARH,JHARBANDHA
ODISHA,BARAGARH,MELCHHAMUNDA
ODISHA,BARAGARH,PADAMPUR
ODISHA,BARAGARH,PAIKMAL
ODISHA,BARAGARH,SADAR
ODISHA,BARAGARH,SOHELA
ODISHA,BARAGARH,"SPECIAL PS, ENERGY"
ODISHA,BERHAMPUR,BADABAZAR
ODISHA,BERHAMPUR,BAIDYANATHPUR
ODISHA,BERHAMPUR,DIGAPAHANDI
ODISHA,BERHAMPUR,GOLANTHARA
ODISHA,BERHAMPUR,GOPALPUR
ODISHA,BERHAMPUR,GOSANINUAGAON
ODISHA,BERHAMPUR,JARADA
ODISHA,BERHAMPUR,MAHILA P.S.
ODISHA,BERHAMPUR,NUAGAON
ODISHA,BERHAMPUR,SADAR
ODISHA,BERHAMPUR,SPECIAL P.S. (ENERGY)
ODISHA,BERHAMPUR,TOWN
ODISHA,BERHAMPUR,TRAFFIC PS
ODISHA,BHADRAK,AGARPADA
ODISHA,BHADRAK,BANSADA
ODISHA,BHADRAK,BASUDEBPUR
ODISHA,BHADRAK,BHADRAK RURAL
ODISHA,BHADRAK,BHADRAK TOWN
ODISHA,BHADRAK,BHANDARIPOKHARI
ODISHA,BHADRAK,BONTH
ODISHA,BHADRAK,CHANDBALI
ODISHA,BHADRAK,DHAMANAGAR
ODISHA,BHADRAK,DHAMARA MARINE
ODISHA,BHADRAK,Dhamara Police Station
ODISHA,BHADRAK,DHUSURI
ODISHA,BHADRAK,NAIKANDIHI
ODISHA,BHADRAK,PURUNA BAZAR
ODISHA,BHADRAK,"SPECIAL PS, ENERGY"
ODISHA,BHADRAK,TIHIDI
ODISHA,BOLANGIR,BANGOMUNDA
ODISHA,BOLANGIR,BELPADA
ODISHA,BOLANGIR,KANTABANJI
ODISHA,BOLANGIR,KHAPARAKHOL
ODISHA,BOLANGIR,LOISINGA
ODISHA,BOLANGIR,PATNAGARH
ODISHA,BOLANGIR,SADAR
ODISHA,BOLANGIR,SAINTALA
ODISHA,BOLANGIR,SINDHEKELA
ODISHA,BOLANGIR,"SPECIAL PS, ENERGY"
ODISHA,BOLANGIR,TITILAGARH
ODISHA,BOLANGIR,TOWN
ODISHA,BOLANGIR,TUREIKELA
ODISHA,BOLANGIR,TUSURA
ODISHA,BOUDH,BAUNSUNI
ODISHA,BOUDH,BOUDH
ODISHA,BOUDH,HARABHANGA
ODISHA,BOUDH,KANTAMAL
ODISHA,BOUDH,MANAMUNDA
ODISHA,BOUDH,PURUNA KATAK
ODISHA,BOUDH,"SPECIAL PS, ENERGY"
ODISHA,C I D,CID
ODISHA,C I D,CYBER CRIME
ODISHA,"CRIME BRANCH, CUTTACK",ECONOMIC OFFENCE WING
ODISHA,"CRIME BRANCH, CUTTACK",SPECIAL TASK FORCE
ODISHA,CUTTACK RURAL,ATHAGARH
ODISHA,CUTTACK RURAL,BAIDESWAR
ODISHA,CUTTACK RURAL,BANKI
ODISHA,CUTTACK RURAL,BARAMBA
ODISHA,CUTTACK RURAL,GOVINDPUR
ODISHA,CUTTACK RURAL,GURUDIJHATIA
ODISHA,CUTTACK RURAL,KANPUR
ODISHA,CUTTACK RURAL,KHUNTUNI
ODISHA,CUTTACK RURAL,KISSANNAGAR
ODISHA,CUTTACK RURAL,MAHANGA
ODISHA,CUTTACK RURAL,NARSINGHPUR
ODISHA,CUTTACK RURAL,NEMALO
ODISHA,CUTTACK RURAL,NIALI
ODISHA,CUTTACK RURAL,NISCHINTAKOLLI
ODISHA,CUTTACK RURAL,OLATPUR
ODISHA,CUTTACK RURAL,SALEPUR
ODISHA,CUTTACK RURAL,TANGI
ODISHA,CUTTACK RURAL,TIGIRIA
ODISHA,"DCP, BHUBANESWAR",
ODISHA,"DCP, CUTTACK",
ODISHA,DEOGARH,BARKOT
ODISHA,DEOGARH,DEOGARH
ODISHA,DEOGARH,KUNDHEIGOLA
ODISHA,DEOGARH,REAMAL
ODISHA,DEOGARH,"SPECIAL PS, ENERGY"
ODISHA,DEOGARH,"SPECIAL PS, ENERGY"
ODISHA,DHENKANAL,BALIMI
ODISHA,DHENKANAL,BHUBAN
ODISHA,DHENKANAL,BHUSAN STEEL LTD
ODISHA,DHENKANAL,GONDIA
ODISHA,DHENKANAL,HINDOL
ODISHA,DHENKANAL,KAMAKHYA NAGAR
ODISHA,DHENKANAL,KANKADAHAD
ODISHA,DHENKANAL,MOTANGA
ODISHA,DHENKANAL,NIHALPRASAD
ODISHA,DHENKANAL,PARJANGA
ODISHA,DHENKANAL,RASOL
ODISHA,DHENKANAL,SADAR
ODISHA,DHENKANAL,SPL ENERGY PS
ODISHA,DHENKANAL,TOWN
ODISHA,DHENKANAL,TUMUSINGHA
ODISHA,GAJAPATI,ADAVA
ODISHA,GAJAPATI,GARABANDHA
ODISHA,GAJAPATI,GURANDI
ODISHA,GAJAPATI,KASINAGAR
ODISHA,GAJAPATI,MOHANA
ODISHA,GAJAPATI,PARALAKHEMUNDI
ODISHA,GAJAPATI,R UDAYAGIRI
ODISHA,GAJAPATI,RAMGIRI
ODISHA,GAJAPATI,RAYAGADA
ODISHA,GAJAPATI,SERANGA
ODISHA,GAJAPATI,"SPECIAL PS, ENERGY"
ODISHA,GANJAM,ASKA
ODISHA,GANJAM,BADAGADA
ODISHA,GANJAM,BHANJANAGAR
ODISHA,GANJAM,BUGUDA
ODISHA,GANJAM,CHAMAKHANDI
ODISHA,GANJAM,CHHATRAPUR
ODISHA,GANJAM,DHARAKOTE
ODISHA,GANJAM,GANGAPUR
ODISHA,GANJAM,GRAM GANJAM
ODISHA,GANJAM,HINJILI
ODISHA,GANJAM,JAGANNATHPRASAD
ODISHA,GANJAM,KABISURYANAGAR
ODISHA,GANJAM,KHALLIKOTE
ODISHA,GANJAM,KODALA
ODISHA,GANJAM,MARINE
ODISHA,GANJAM,PATTAPUR
ODISHA,GANJAM,POLASARA
ODISHA,GANJAM,PURUSOTTAMPUR
ODISHA,GANJAM,RAMBHA
ODISHA,GANJAM,SHERAGADA
ODISHA,GANJAM,SORADA
ODISHA,GANJAM,"SPECIAL PS, ENERGY, BHANJANAGAR"
ODISHA,GANJAM,"SPECIAL PS, ENERGY, CHHATRAPUR"
ODISHA,GANJAM,TARASING
ODISHA,GRP CUTTACK,BALASORE
ODISHA,GRP CUTTACK,BERHAMPUR
ODISHA,GRP CUTTACK,BHADRAK
ODISHA,GRP CUTTACK,BHUBANESHWAR
ODISHA,GRP CUTTACK,CUTTACK
ODISHA,GRP CUTTACK,KHURDHA ROAD
ODISHA,GRP CUTTACK,PURI GRPS
ODISHA,GRP ROURKELA,BOLANGIR
ODISHA,GRP ROURKELA,BONDAMUNDA
ODISHA,GRP ROURKELA,JEYPORE/KORAPUT
ODISHA,GRP ROURKELA,JHARSUGUDA
ODISHA,GRP ROURKELA,RAYAGADA
ODISHA,GRP ROURKELA,ROURKELA
ODISHA,GRP ROURKELA,SAMBALPUR
ODISHA,GRP ROURKELA,TITILAGARH
ODISHA,HUMAN RIGHTS PROTECTION CELL,HUMAN RIGHTS PROTECTION CELL PS
ODISHA,JAGATSINGHPUR,ABHAYACHANDPUR
ODISHA,JAGATSINGHPUR,BALIKUDA
ODISHA,JAGATSINGHPUR,BIRIDI
ODISHA,JAGATSINGHPUR,ERSAMA
ODISHA,JAGATSINGHPUR,JAGATSINGHPUR
ODISHA,JAGATSINGHPUR,KUJANG
ODISHA,JAGATSINGHPUR,LOCK
ODISHA,JAGATSINGHPUR,MARINE
ODISHA,JAGATSINGHPUR,NAUGAON
ODISHA,JAGATSINGHPUR,PARADEEP
ODISHA,JAGATSINGHPUR,RAGHUNATHPUR
ODISHA,JAGATSINGHPUR,"SPECIAL PS, ENERGY"
ODISHA,JAGATSINGHPUR,TIRTOL
ODISHA,JAJPUR,BADACHANA
ODISHA,JAJPUR,BALICHANDRAPUR
ODISHA,JAJPUR,BARI RAMACHANDRAPUR
ODISHA,JAJPUR,BINJHARPUR
ODISHA,JAJPUR,DHARMASALA
ODISHA,JAJPUR,JAJPUR
ODISHA,JAJPUR,JAJPUR ROAD
ODISHA,JAJPUR,JAJPUR SADAR
ODISHA,JAJPUR,JAKHAPURA
ODISHA,JAJPUR,JENAPUR
ODISHA,JAJPUR,KALIAPANI
ODISHA,JAJPUR,KALINGANAGAR (DUBURI)
ODISHA,JAJPUR,KOREI
ODISHA,JAJPUR,KUAKHIA
ODISHA,JAJPUR,MANGALPUR
ODISHA,JAJPUR,PANIKOILI
ODISHA,JAJPUR,"SPECIAL PS, ENERGY"
ODISHA,JAJPUR,SUKINDA
ODISHA,JAJPUR,TOMAKA
ODISHA,JAJPUR,"TRAFFIC PS, CHANDIKHOL"
ODISHA,JHARSUGUDA,BADMAL
ODISHA,JHARSUGUDA,BANAHARPALI
ODISHA,JHARSUGUDA,BELPAHAR
ODISHA,JHARSUGUDA,BRAJRAJ NAGAR
ODISHA,JHARSUGUDA,JHARSUGUDA
ODISHA,JHARSUGUDA,KOLABIRA
ODISHA,JHARSUGUDA,LAIKERA
ODISHA,JHARSUGUDA,LAKHANPUR
ODISHA,JHARSUGUDA,ORIENT
ODISHA,JHARSUGUDA,RENGALI
ODISHA,JHARSUGUDA,SPECIAL P.S. (ENERGY)
ODISHA,KALAHANDI,BHAWANIPATNA SADAR
ODISHA,KALAHANDI,BHAWANIPATNA TOWN
ODISHA,KALAHANDI,BISWANATHPUR
ODISHA,KALAHANDI,DHARAMGARH
ODISHA,KALAHANDI,GOLAMUNDA
ODISHA,KALAHANDI,JAIPATNA
ODISHA,KALAHANDI,JUNA GARH
ODISHA,KALAHANDI,KEGAON
ODISHA,KALAHANDI,KESINGA
ODISHA,KALAHANDI,KOKSARA
ODISHA,KALAHANDI,LANJI GARH
ODISHA,KALAHANDI,MADANPUR RAMPUR
ODISHA,KALAHANDI,NARLA
ODISHA,KALAHANDI,"SPECIAL PS, ENERGY"
ODISHA,KALAHANDI,THUAMUL RAMPUR
ODISHA,KANDHAMAL,BALIGUDA
ODISHA,KANDHAMAL,BAMUNIGAON
ODISHA,KANDHAMAL,BELGHAR
ODISHA,KANDHAMAL,CHAKAPADA
ODISHA,KANDHAMAL,DARINGIBADI
ODISHA,KANDHAMAL,G.UDAYAGIRI
ODISHA,KANDHAMAL,GOCHHAPADA
ODISHA,KANDHAMAL,K. NUAGAON
ODISHA,KANDHAMAL,KHAJURIPADA
ODISHA,KANDHAMAL,KOTAGARH
ODISHA,KANDHAMAL,PHIRINGIA
ODISHA,KANDHAMAL,PHULBANI SADAR
ODISHA,KANDHAMAL,PHULBANI TOWN
ODISHA,KANDHAMAL,RAIKIA
ODISHA,KANDHAMAL,SARANGADA
ODISHA,KANDHAMAL,"SPECIAL PS, ENERGY"
ODISHA,KANDHAMAL,TIKABALI
ODISHA,KANDHAMAL,TUMUDIBANDH
ODISHA,KENDRAPARA,AUL
ODISHA,KENDRAPARA,DERABISH
ODISHA,KENDRAPARA,ENERGY
ODISHA,KENDRAPARA,KENDRAPARA
ODISHA,KENDRAPARA,KENDRAPARA SADAR
ODISHA,KENDRAPARA,MAHAKALPARA
ODISHA,KENDRAPARA,MARINE
ODISHA,KENDRAPARA,MARSAGHAI
ODISHA,KENDRAPARA,NIKIREI
ODISHA,KENDRAPARA,PATKURA
ODISHA,KENDRAPARA,PATTAMUNDAI
ODISHA,KENDRAPARA,RAJKANIKA
ODISHA,KENDRAPARA,RAJNAGAR
ODISHA,KEONJHAR,ANANDPUR
ODISHA,KEONJHAR,BAMIBARI
ODISHA,KEONJHAR,BARBIL
ODISHA,KEONJHAR,BARIA
ODISHA,KEONJHAR,BOLANI
ODISHA,KEONJHAR,CHAMPUA
ODISHA,KEONJHAR,DAITARI
ODISHA,KEONJHAR,GHASIPURA
ODISHA,KEONJHAR,GHAT GAON
ODISHA,KEONJHAR,HARICHANDANPUR
ODISHA,KEONJHAR,JHUMPURA
ODISHA,KEONJHAR,JODA
ODISHA,KEONJHAR,KANJIPANI
ODISHA,KEONJHAR,KEONJHAR SADAR
ODISHA,KEONJHAR,KEONJHAR TOWN
ODISHA,KEONJHAR,NANDIPADA
ODISHA,KEONJHAR,NAYAKOTE
ODISHA,KEONJHAR,PANDAPADA
ODISHA,KEONJHAR,PATNA
ODISHA,KEONJHAR,RAMACHANDRAPUR
ODISHA,KEONJHAR,RUGUDI
ODISHA,KEONJHAR,SOSO
ODISHA,KEONJHAR,"SPECIAL PS, ENERGY"
ODISHA,KEONJHAR,TELKOI
ODISHA,KEONJHAR,TURUMUNGA
ODISHA,KHURDA,BALUGAON
ODISHA,KHURDA,BANPUR
ODISHA,KHURDA,BEGUNIA
ODISHA,KHURDA,BOLAGARH
ODISHA,KHURDA,CHANDPUR PS
ODISHA,KHURDA,JANKIA
ODISHA,KHURDA,KHURDA
ODISHA,KHURDA,KHURDA SADAR
ODISHA,KHURDA,NIRAKAR PUR
ODISHA,KHURDA,TANGI
ODISHA,KORAPUT,BAIPARIGUDA
ODISHA,KORAPUT,BANDHUGAON
ODISHA,KORAPUT,BHAIRAB SINGHPUR
ODISHA,KORAPUT,BORIGUMA
ODISHA,KORAPUT,DAMANJODI
ODISHA,KORAPUT,DASAMANTHPUR
ODISHA,KORAPUT,JEYPORE MAHILA P.S
ODISHA,KORAPUT,JEYPORE SADAR
ODISHA,KORAPUT,JEYPORE TOWN
ODISHA,KORAPUT,KAKIRIGUMA
ODISHA,KORAPUT,KORAPUT SADAR
ODISHA,KORAPUT,KORAPUT TOWN
ODISHA,KORAPUT,KOTIA
ODISHA,KORAPUT,KOTPAD
ODISHA,KORAPUT,KUNDURA
ODISHA,KORAPUT,LAXMIPUR
ODISHA,KORAPUT,MACHHAKUND
ODISHA,KORAPUT,NANDPUR
ODISHA,KORAPUT,NARAYANPATNA
ODISHA,KORAPUT,PADWA
ODISHA,KORAPUT,POTTANGI
ODISHA,KORAPUT,SEMILLIGUDA
ODISHA,KORAPUT,"SPECIAL PS, ENERGY"
ODISHA,KORAPUT,SUNABEDA
ODISHA,MALKANGIRI,CHITRAKONDA
ODISHA,MALKANGIRI,JODAMBA
ODISHA,MALKANGIRI,KALIMELA
ODISHA,MALKANGIRI,M.V. 79
ODISHA,MALKANGIRI,MALKANGIRI
ODISHA,MALKANGIRI,MATHILI
ODISHA,MALKANGIRI,MOTU
ODISHA,MALKANGIRI,MUDULIPADA
ODISHA,MALKANGIRI,ORKEL
ODISHA,MALKANGIRI,PAPER METLA
ODISHA,MALKANGIRI,PODIA
ODISHA,MALKANGIRI,"SPECIAL PS, ENERGY"
ODISHA,MAYURBHANJ,BADAMPAHAR
ODISHA,MAYURBHANJ,BADASAHI
ODISHA,MAYURBHANJ,BAHALDA
ODISHA,MAYURBHANJ,BAISINGA
ODISHA,MAYURBHANJ,BANGIRIPOSI
ODISHA,MAYURBHANJ,BARIPADA ENERGY
ODISHA,MAYURBHANJ,BARIPADA SADAR
ODISHA,MAYURBHANJ,BARIPADA TOWN
ODISHA,MAYURBHANJ,BETNOTY
ODISHA,MAYURBHANJ,BISOI
ODISHA,MAYURBHANJ,CHANDUA
ODISHA,MAYURBHANJ,GHAGARBEDA
ODISHA,MAYURBHANJ,GORUMAHISANI
ODISHA,MAYURBHANJ,JAMDA
ODISHA,MAYURBHANJ,JASHIPUR
ODISHA,MAYURBHANJ,JHARPOKHARIA
ODISHA,MAYURBHANJ,KAPTIPADA
ODISHA,MAYURBHANJ,KARANJIA
ODISHA,MAYURBHANJ,KHUNTA
ODISHA,MAYURBHANJ,KULIANA
ODISHA,MAYURBHANJ,MAHULDIHA
ODISHA,MAYURBHANJ,MORADA
ODISHA,MAYURBHANJ,RAIRANGPUR ENERGY
ODISHA,MAYURBHANJ,RAIRANGPUR RURAL
ODISHA,MAYURBHANJ,RAIRANGPUR TOWN
ODISHA,MAYURBHANJ,RARUAN
ODISHA,MAYURBHANJ,RASGOVINDPUR
ODISHA,MAYURBHANJ,SARAT
ODISHA,MAYURBHANJ,SULIAPADA
ODISHA,MAYURBHANJ,THAKURMUNDA
ODISHA,MAYURBHANJ,TIRING
ODISHA,MAYURBHANJ,UDALA
ODISHA,NABARANGPUR,CHANDAHANDI
ODISHA,NABARANGPUR,DABUGAON
ODISHA,NABARANGPUR,JHARIGAON
ODISHA,NABARANGPUR,KHATIGUDA
ODISHA,NABARANGPUR,KODINGA
ODISHA,NABARANGPUR,KOSAGUMUDA
ODISHA,NABARANGPUR,KUNDEI
ODISHA,NABARANGPUR,NABARANGPUR
ODISHA,NABARANGPUR,PAPADAHANDI
ODISHA,NABARANGPUR,RAIGHAR
ODISHA,NABARANGPUR,"SPECIAL PS, ENERGY"
ODISHA,NABARANGPUR,TENTULIKHUNTI
ODISHA,NABARANGPUR,UMER KOTE
ODISHA,NAYAGARH,BAGHAMARI PS
ODISHA,NAYAGARH,BANIGOCHHA
ODISHA,NAYAGARH,DASPALLA
ODISHA,NAYAGARH,ENERGY
ODISHA,NAYAGARH,FATEGARH
ODISHA,NAYAGARH,GANIA
ODISHA,NAYAGARH,ITAMATI
ODISHA,NAYAGARH,KHANDAPADA
ODISHA,NAYAGARH,NAYAGARH
ODISHA,NAYAGARH,NUAGAON
ODISHA,NAYAGARH,ODAGAON
ODISHA,NAYAGARH,RANPUR
ODISHA,NAYAGARH,SADAR
ODISHA,NAYAGARH,SARANKUL
ODISHA,NUAPADA,BODEN
ODISHA,NUAPADA,JONK
ODISHA,NUAPADA,KHARIAR
ODISHA,NUAPADA,KOMNA
ODISHA,NUAPADA,NUAPADA
ODISHA,NUAPADA,SINAPALI
ODISHA,NUAPADA,"SPECIAL PS, ENERGY"
ODISHA,PURI,ASTARANGA
ODISHA,PURI,BALANGA
ODISHA,PURI,BALIAPANDA
ODISHA,PURI,BASELISAHI
ODISHA,PURI,BRAHMAGIRI
ODISHA,PURI,CHANDANPUR
ODISHA,PURI,DELANGA
ODISHA,PURI,GOP
ODISHA,PURI,JODAPADAR
ODISHA,PURI,KAKATPUR
ODISHA,PURI,KANAS
ODISHA,PURI,KONARK
ODISHA,PURI,KRUSHNA PRASAD
ODISHA,PURI,KUMBHARPADA
ODISHA,PURI,NIMAPARA
ODISHA,PURI,PIPILI
ODISHA,PURI,RAMCHANDI
ODISHA,PURI,SADAR
ODISHA,PURI,SATYABADI
ODISHA,PURI,SEA BEACH
ODISHA,PURI,SINGHADWARA
ODISHA,PURI,"SPECIAL PS, ENERGY"
ODISHA,PURI,TOWN
ODISHA,PURI,TRAFFIC PS PURI
ODISHA,RAYAGADA,AMBADOLA
ODISHA,RAYAGADA,ANDHIRAKANCHA
ODISHA,RAYAGADA,BISAM KATAK
ODISHA,RAYAGADA,CHANDILI
ODISHA,RAYAGADA,CHANDRAPUR
ODISHA,RAYAGADA,DORAGUDA
ODISHA,RAYAGADA,GUDARI
ODISHA,RAYAGADA,GUNUPUR
ODISHA,RAYAGADA,K.SINGHPUR
ODISHA,RAYAGADA,KASIPUR
ODISHA,RAYAGADA,MUNIGUDA
ODISHA,RAYAGADA,PADMAPUR
ODISHA,RAYAGADA,PUTTASINGH
ODISHA,RAYAGADA,RAYAGADA
ODISHA,RAYAGADA,SESKHAL
ODISHA,RAYAGADA,"SPECIAL PS, ENERGY"
ODISHA,RAYAGADA,TIKIRI
ODISHA,ROURKELA,BANDAMUNDA
ODISHA,ROURKELA,BISRA
ODISHA,ROURKELA,BONAI
ODISHA,ROURKELA,BRAHMANITARANG
ODISHA,ROURKELA,CHANDIPOSH
ODISHA,ROURKELA,CHHEND
ODISHA,ROURKELA,GURUNDIA
ODISHA,ROURKELA,JHIRPANI
ODISHA,ROURKELA,K. BOLANG
ODISHA,ROURKELA,KOIDA
ODISHA,ROURKELA,LAHUNIPADA
ODISHA,ROURKELA,LATHIKATA
ODISHA,ROURKELA,MAHILA P.S.
ODISHA,ROURKELA,MAHULPADA
ODISHA,ROURKELA,PLANTSITE
ODISHA,ROURKELA,RAGHUNATHPALI
ODISHA,ROURKELA,SECTOR-15
ODISHA,ROURKELA,SECTOR-3
ODISHA,ROURKELA,SECTOR-7
ODISHA,ROURKELA,"SPECIAL PS, ENERGY"
ODISHA,ROURKELA,TANGARAPLI
ODISHA,ROURKELA,TIKAYATPALI
ODISHA,ROURKELA,TOWNSHIP (SEC-XIX)
ODISHA,ROURKELA,UDIT NAGAR
ODISHA,SAMBALPUR,AINTHAPALI
ODISHA,SAMBALPUR,BURLA
ODISHA,SAMBALPUR,CHARMAL
ODISHA,SAMBALPUR,DHAMA
ODISHA,SAMBALPUR,DHANUPALLI
ODISHA,SAMBALPUR,GOBINDPUR
ODISHA,SAMBALPUR,HIRAKUD
ODISHA,SAMBALPUR,JAMANKIRA
ODISHA,SAMBALPUR,JUJUMURA
ODISHA,SAMBALPUR,KATARABAGA
ODISHA,SAMBALPUR,KHETRAJPUR
ODISHA,SAMBALPUR,KISINDA
ODISHA,SAMBALPUR,KUCHINDA
ODISHA,SAMBALPUR,MAHILA P.S.
ODISHA,SAMBALPUR,MAHULPALI
ODISHA,SAMBALPUR,NAKTI DEUL
ODISHA,SAMBALPUR,RAIRAKHOL
ODISHA,SAMBALPUR,RENGALI
ODISHA,SAMBALPUR,SADAR
ODISHA,SAMBALPUR,SASAN
ODISHA,SAMBALPUR,SPECIAL P.S. (ENERGY)
ODISHA,SAMBALPUR,THELKOLI
ODISHA,SAMBALPUR,TOWN
ODISHA,SUBARNAPUR,BINIKA
ODISHA,SUBARNAPUR,BIRMAHARAJPUR
ODISHA,SUBARNAPUR,DUNGURIPALI
ODISHA,SUBARNAPUR,RAMPUR
ODISHA,SUBARNAPUR,SONEPUR
ODISHA,SUBARNAPUR,"SPECIAL PS, ENERGY"
ODISHA,SUBARNAPUR,SUBALAYA
ODISHA,SUBARNAPUR,TARAVA
ODISHA,SUBARNAPUR,ULUNDA
ODISHA,SUNDARGARH,BARGAON
ODISHA,SUNDARGARH,BHASMA
ODISHA,SUNDARGARH,BIRAMITRAPUR
ODISHA,SUNDARGARH,DHARUADIHI
ODISHA,SUNDARGARH,HATIBARI
ODISHA,SUNDARGARH,HEMAGIRI
ODISHA,SUNDARGARH,KINJIRIKELA
ODISHA,SUNDARGARH,KUTRA
ODISHA,SUNDARGARH,LEPHRIPADA
ODISHA,SUNDARGARH,RAIBOGA
ODISHA,SUNDARGARH,RAJGANGPUR
ODISHA,SUNDARGARH,SADAR
ODISHA,SUNDARGARH,"SPECIAL PS, ENERGY"
ODISHA,SUNDARGARH,TALSARA
ODISHA,SUNDARGARH,TOWN
ODISHA,"UPD, CUTTACK",BADAMBADI
ODISHA,"UPD, CUTTACK",BARANG
ODISHA,"UPD, CUTTACK",BIDANASI
ODISHA,"UPD, CUTTACK",CANTONMENT
ODISHA,"UPD, CUTTACK",CDA 2
ODISHA,"UPD, CUTTACK",CHAULIAGANJ
ODISHA,"UPD, CUTTACK",CHOUDWAR
ODISHA,"UPD, CUTTACK",CRRI
ODISHA,"UPD, CUTTACK",DARGHA BAZAR
ODISHA,"UPD, CUTTACK",JAGATPUR
ODISHA,"UPD, CUTTACK",KANDARPUR
ODISHA,"UPD, CUTTACK",LALBAG
ODISHA,"UPD, CUTTACK",MADHUPATNA
ODISHA,"UPD, CUTTACK",MAHILA PS
ODISHA,"UPD, CUTTACK",MALGODOWN
ODISHA,"UPD, CUTTACK",MANGALABAG
ODISHA,"UPD, CUTTACK",MARKATNAGAR
ODISHA,"UPD, CUTTACK",PURIGHAT
ODISHA,"UPD, CUTTACK",SADAR
ODISHA,"UPD, CUTTACK",SPECIAL POLICE STATION(ENERGY)
ODISHA,"UPD, CUTTACK","TRAFFIC PS, CUTTACK"
ODISHA,"UPD, CUTTACK","TRAFFIC PS, PHULNAKHARA"
ODISHA,"UPD,BHUBANESWAR",AIR FIELD
ODISHA,"UPD,BHUBANESWAR",AIRPORT
ODISHA,"UPD,BHUBANESWAR",BADAGAD
ODISHA,"UPD,BHUBANESWAR",BALIANTA
ODISHA,"UPD,BHUBANESWAR",BALIPATNA
ODISHA,"UPD,BHUBANESWAR",CAPITAL
ODISHA,"UPD,BHUBANESWAR",CHANDAKA
ODISHA,"UPD,BHUBANESWAR",CHANDRASEKHARPUR
ODISHA,"UPD,BHUBANESWAR",INFO CITY
ODISHA,"UPD,BHUBANESWAR",JATNI
ODISHA,"UPD,BHUBANESWAR",KHANDAGIRI
ODISHA,"UPD,BHUBANESWAR",KHARBELNAGAR
ODISHA,"UPD,BHUBANESWAR",LAXMISAGAR
ODISHA,"UPD,BHUBANESWAR",LINGARAJ
ODISHA,"UPD,BHUBANESWAR",MAHILA PS
ODISHA,"UPD,BHUBANESWAR",MANCHESWAR
ODISHA,"UPD,BHUBANESWAR",NANDANKANAN
ODISHA,"UPD,BHUBANESWAR",NAYAPALLI
ODISHA,"UPD,BHUBANESWAR",SAHIDNAGAR
ODISHA,"UPD,BHUBANESWAR",SPECIAL POLICE STATION(ENERGY)
ODISHA,"UPD,BHUBANESWAR",TAMANDO
ODISHA,"UPD,BHUBANESWAR",TRAFFIC PS
ODISHA,"UPD,BHUBANESWAR",UTTARA
PUDUCHERRY,KARAIKAL,COASTAL PS KARAIKAL
PUDUCHERRY,KARAIKAL,EXCISE PS KARAIKAL
PUDUCHERRY,KARAIKAL,FOOD CELL PS KARAIKAL
PUDUCHERRY,KARAIKAL,KOTTUCHERRY
PUDUCHERRY,KARAIKAL,NEDUNGADU
PUDUCHERRY,KARAIKAL,NERAVY
PUDUCHERRY,KARAIKAL,PCR CELL PS KARAIKAL
PUDUCHERRY,KARAIKAL,T.R.PATTINAM
PUDUCHERRY,KARAIKAL,THIRUNALLAR
PUDUCHERRY,KARAIKAL,TOWN
PUDUCHERRY,KARAIKAL,TRAFFIC KARAIKAL
PUDUCHERRY,KARAIKAL,WOMEN PS
PUDUCHERRY,PUDUCHERRY,ARIANKUPPAM
PUDUCHERRY,PUDUCHERRY,BAHOUR
PUDUCHERRY,PUDUCHERRY,CID PS
PUDUCHERRY,PUDUCHERRY,COASTAL PS MAHE
PUDUCHERRY,PUDUCHERRY,COASTAL PS PUDUCHERRY
PUDUCHERRY,PUDUCHERRY,COASTAL PS YANAM
PUDUCHERRY,PUDUCHERRY,DHANVANTRI NAGAR (D. NAGAR)
PUDUCHERRY,PUDUCHERRY,EXCISE PS MAHE
PUDUCHERRY,PUDUCHERRY,EXCISE PS PUDUCHERRY
PUDUCHERRY,PUDUCHERRY,EXCISE PS YANAM
PUDUCHERRY,PUDUCHERRY,FOOD CELL PS PUDUCHERRY
PUDUCHERRY,PUDUCHERRY,GRAND BAZAR
PUDUCHERRY,PUDUCHERRY,KALAPET
PUDUCHERRY,PUDUCHERRY,KATTERIKUPPAM
PUDUCHERRY,PUDUCHERRY,KIRUMAMPAKKAM
PUDUCHERRY,PUDUCHERRY,LAWSPET
PUDUCHERRY,PUDUCHERRY,MAHE PS
PUDUCHERRY,PUDUCHERRY,MANGALAM
PUDUCHERRY,PUDUCHERRY,METTUPALAYAM
PUDUCHERRY,PUDUCHERRY,MUDALIARPET
PUDUCHERRY,PUDUCHERRY,MUTHIALPET
PUDUCHERRY,PUDUCHERRY,NETTAPAKKAM
PUDUCHERRY,PUDUCHERRY,ODIANSALAI
PUDUCHERRY,PUDUCHERRY,ORLEANPET
PUDUCHERRY,PUDUCHERRY,PALLOOR PS
PUDUCHERRY,PUDUCHERRY,PCR CELL PS PUDUCHERRY
PUDUCHERRY,PUDUCHERRY,PCR CELL PS YANAM
